# Pass B, proposal A — bottom-up clustering of the Pass A predicament phrases.
# One row per DISTINCT phrase. key = the N2 normalisation used to join back to the readings
# (NFKD, diacritics stripped, lowercased, non-alphanumerics to space, a/an/the dropped, word
# order preserved). surface = one film's actual wording, kept so the row is readable.
# Every assignment here was made by reading the phrase. No string similarity, no vectors,
# no stemming, no Jaccard. Phrases absent from this file are "none of these" and are listed
# in pipeline/out/predicates-propA.json under unclustered.
# predicateId	axis	roles	label	key	surface
devotion-not-returned	bond	devoted,indifferent	One gives far more than the other can or will return	one person wants more than other returns	one person wants more than the other returns
devotion-not-returned	bond	devoted,indifferent	One gives far more than the other can or will return	someone keeps returning to person already lost	someone keeps returning to a person already lost
devotion-not-returned	bond	devoted,indifferent	One gives far more than the other can or will return	affection is returned as kinship instead of love	affection is returned as kinship instead of love
devotion-not-returned	bond	devoted,indifferent	One gives far more than the other can or will return	desired one refuses to look	the desired one refuses to look
devotion-not-returned	bond	devoted,indifferent	One gives far more than the other can or will return	man loves someone unwilling to have him	a man loves someone unwilling to have him
devotion-not-returned	bond	devoted,indifferent	One gives far more than the other can or will return	one is left behind by person adored	one is left behind by the person adored
devotion-not-returned	bond	devoted,indifferent	One gives far more than the other can or will return	one loves friend unable to return it	one loves a friend unable to return it
devotion-not-returned	bond	devoted,indifferent	One gives far more than the other can or will return	one uses love one cannot return	one uses the love one cannot return
devotion-not-returned	bond	devoted,indifferent	One gives far more than the other can or will return	someone is loved without being freed	someone is loved without being freed
devotion-not-returned	bond	devoted,indifferent	One gives far more than the other can or will return	suitor cannot hear refusal	a suitor cannot hear a refusal
devotion-not-returned	bond	devoted,indifferent	One gives far more than the other can or will return	suitor s devotion is met with indifference	a suitor's devotion is met with indifference
disowned-for-what-they-are	kin	disowning,disowned	Someone is cast out by their own for what they are or believe	family has one of its own removed	a family has one of its own removed
disowned-for-what-they-are	kin	disowning,disowned	Someone is cast out by their own for what they are or believe	one is pressed to disown what she believes	one is pressed to disown what she believes
disowned-for-what-they-are	kin	disowning,disowned	Someone is cast out by their own for what they are or believe	parent is disowned for how she earns	a parent is disowned for how she earns
disowned-for-what-they-are	kin	disowning,disowned	Someone is cast out by their own for what they are or believe	person is forbidden to be what he is	a person is forbidden to be what he is
disowned-for-what-they-are	kin	disowning,disowned	Someone is cast out by their own for what they are or believe	woman s faith puts her against her family	a woman's faith puts her against her family
each-teller-shapes-the-past	truth	telling,listening	Every account of the same event flatters its teller	each teller shapes past to spare themselves	each teller shapes the past to spare themselves
each-teller-shapes-the-past	truth	telling,listening	Every account of the same event flatters its teller	man asks others what he himself did	a man asks others what he himself did
each-teller-shapes-the-past	truth	telling,listening	Every account of the same event flatters its teller	man cannot account for his own past	a man cannot account for his own past
each-teller-shapes-the-past	truth	telling,listening	Every account of the same event flatters its teller	man cannot remember his own part	a man cannot remember his own part
each-teller-shapes-the-past	truth	telling,listening	Every account of the same event flatters its teller	man s own account of himself is contested	a man's own account of himself is contested
each-teller-shapes-the-past	truth	telling,listening	Every account of the same event flatters its teller	same encounter happens again slightly differently	the same encounter happens again slightly differently
each-teller-shapes-the-past	truth	telling,listening	Every account of the same event flatters its teller	same person is remembered differently by each	the same person is remembered differently by each
each-teller-shapes-the-past	truth	telling,listening	Every account of the same event flatters its teller	several people claim same shared past	several people claim the same shared past
each-teller-shapes-the-past	truth	telling,listening	Every account of the same event flatters its teller	someone discovers their memories are not their own	someone discovers their memories are not their own
each-teller-shapes-the-past	truth	telling,listening	Every account of the same event flatters its teller	someone doubts account they must pass on	someone doubts the account they must pass on
enemies-recognise-each-other	bond	enemy,enemy	Two on opposite sides recognise each other as the same	two enemies finally stand face to face	two enemies finally stand face to face
enemies-recognise-each-other	bond	enemy,enemy	Two on opposite sides recognise each other as the same	both sides discover their share of fault	both sides discover their share of the fault
enemies-recognise-each-other	bond	enemy,enemy	Two on opposite sides recognise each other as the same	enemies recognize each other through shared song	enemies recognize each other through a shared song
enemies-recognise-each-other	bond	enemy,enemy	Two on opposite sides recognise each other as the same	enemies thrown together come to respect each other	enemies thrown together come to respect each other
enemies-recognise-each-other	bond	enemy,enemy	Two on opposite sides recognise each other as the same	enemy is honoured for his restraint	an enemy is honoured for his restraint
enemies-recognise-each-other	bond	enemy,enemy	Two on opposite sides recognise each other as the same	enemy is seen among their children	an enemy is seen among their children
enemies-recognise-each-other	bond	enemy,enemy	Two on opposite sides recognise each other as the same	rivals become friends after they are both hurt	rivals become friends after they are both hurt
envy-of-another-life	bond	envying,envied	Watching a life one cannot have becomes unbearable	another s happiness is unbearable to one watching	another's happiness is unbearable to the one watching
envy-of-another-life	bond	envying,envied	Watching a life one cannot have becomes unbearable	guest envies life they are shown	a guest envies the life they are shown
envy-of-another-life	bond	envying,envied	Watching a life one cannot have becomes unbearable	one man envies life he can see	one man envies the life he can see
envy-of-another-life	bond	envying,envied	Watching a life one cannot have becomes unbearable	person alone watches others keep their families	a person alone watches others keep their families
friends-divided-by-a-larger-force	bond	friend,friend	A friendship is broken by a power neither friend controls	one loves both sides of war	one loves both sides of a war
friends-divided-by-a-larger-force	bond	friend,friend	A friendship is broken by a power neither friend controls	friends are made enemies by forces above them	friends are made enemies by forces above them
friends-divided-by-a-larger-force	bond	friend,friend	A friendship is broken by a power neither friend controls	friends are made to take sides	friends are made to take sides
friends-divided-by-a-larger-force	bond	friend,friend	A friendship is broken by a power neither friend controls	two factions of one side disagree on timing	two factions of one side disagree on timing
friends-divided-by-a-larger-force	bond	friend,friend	A friendship is broken by a power neither friend controls	two men find their childhoods were same	two men find their childhoods were the same
grief-discharged-as-violence-on-the-uninvolved	violence	grieving,struck	The injury is paid out on people who had nothing to do with it	onlooker is drawn into another s fight	an onlooker is drawn into another's fight
grief-discharged-as-violence-on-the-uninvolved	violence	grieving,struck	The injury is paid out on people who had nothing to do with it	harm is done to strangers to protect oneself	harm is done to strangers to protect oneself
grief-discharged-as-violence-on-the-uninvolved	violence	grieving,struck	The injury is paid out on people who had nothing to do with it	bereaved makes others suffer same loss	the bereaved makes others suffer the same loss
grief-discharged-as-violence-on-the-uninvolved	violence	grieving,struck	The injury is paid out on people who had nothing to do with it	bystander is forced to take side	a bystander is forced to take a side
grief-discharged-as-violence-on-the-uninvolved	violence	grieving,struck	The injury is paid out on people who had nothing to do with it	grief is discharged as violence toward strangers	grief is discharged as violence toward strangers
grief-discharged-as-violence-on-the-uninvolved	violence	grieving,struck	The injury is paid out on people who had nothing to do with it	old loss is repaid on strangers	an old loss is repaid on strangers
grief-discharged-as-violence-on-the-uninvolved	violence	grieving,struck	The injury is paid out on people who had nothing to do with it	stranger is killed for no reason	a stranger is killed for no reason
held-in-place-with-no-way-forward-or-back	power	held,holding	A person is fixed where they are, unable to advance or return	man is allowed neither forward nor back	a man is allowed neither forward nor back
held-in-place-with-no-way-forward-or-back	power	held,holding	A person is fixed where they are, unable to advance or return	one is held where time no longer passes	one is held where time no longer passes
help-comes-from-the-enemy	bond	helping,helped	The help arrives from the person with the most reason to withhold it	man saves one he despised	a man saves the one he despised
help-comes-from-the-enemy	bond	helping,helped	The help arrives from the person with the most reason to withhold it	adversary becomes only available ally	an adversary becomes the only available ally
help-comes-from-the-enemy	bond	helping,helped	The help arrives from the person with the most reason to withhold it	follower is turned by being shown kindness	a follower is turned by being shown kindness
help-comes-from-the-enemy	bond	helping,helped	The help arrives from the person with the most reason to withhold it	forced ally becomes chosen one	a forced ally becomes a chosen one
help-comes-from-the-enemy	bond	helping,helped	The help arrives from the person with the most reason to withhold it	help arrives from long standing enemy	help arrives from a long-standing enemy
help-comes-from-the-enemy	bond	helping,helped	The help arrives from the person with the most reason to withhold it	man who once punished him now helps	the man who once punished him now helps
help-is-refused-as-humiliation	exchange	offering,refusing	The offer of help is an insult and is refused as one	help is refused as humiliation	help is refused as humiliation
help-is-refused-as-humiliation	exchange	offering,refusing	The offer of help is an insult and is refused as one	help is refused at moment of need	help is refused at the moment of need
help-is-refused-as-humiliation	exchange	offering,refusing	The offer of help is an insult and is refused as one	help must be turned away to stay safe	help must be turned away to stay safe
help-is-refused-as-humiliation	exchange	offering,refusing	The offer of help is an insult and is refused as one	help offered is refused as humiliation	help offered is refused as humiliation
help-is-refused-as-humiliation	exchange	offering,refusing	The offer of help is an insult and is refused as one	one paid refuses payment	the one paid refuses the payment
help-is-refused-as-humiliation	exchange	offering,refusing	The offer of help is an insult and is refused as one	someone rejects pity offered to them	someone rejects the pity offered to them
help-that-creates-ownership	exchange	helping,indebted	Help is given so that a claim exists afterwards	help is offered for helper s own ends	help is offered for the helper's own ends
help-that-creates-ownership	exchange	helping,indebted	Help is given so that a claim exists afterwards	gift is given to create obligation	a gift is given to create obligation
help-that-creates-ownership	exchange	helping,indebted	Help is given so that a claim exists afterwards	help is bought with concession one hates	help is bought with a concession one hates
help-that-creates-ownership	exchange	helping,indebted	Help is given so that a claim exists afterwards	help is given to hide old wrong	help is given to hide an old wrong
help-that-creates-ownership	exchange	helping,indebted	Help is given so that a claim exists afterwards	helper cannot tell help from possession	a helper cannot tell help from possession
help-that-creates-ownership	exchange	helping,indebted	Help is given so that a claim exists afterwards	one pays another s debts expecting to be loved	one pays another's debts expecting to be loved
help-that-creates-ownership	exchange	helping,indebted	Help is given so that a claim exists afterwards	someone is lifted out of need by another	someone is lifted out of need by another
hidden-parentage-revealed	kin	concealing,revealed	A birth or a parentage kept hidden comes to light	child turns out to be another man s	a child turns out to be another man's
hidden-parentage-revealed	kin	concealing,revealed	A birth or a parentage kept hidden comes to light	hidden origin comes to light	a hidden origin comes to light
hidden-parentage-revealed	kin	concealing,revealed	A birth or a parentage kept hidden comes to light	birth is hidden from one born	a birth is hidden from the one born
hidden-parentage-revealed	kin	concealing,revealed	A birth or a parentage kept hidden comes to light	boy is claimed by enemy father	a boy is claimed by the enemy father
hidden-parentage-revealed	kin	concealing,revealed	A birth or a parentage kept hidden comes to light	child discovers what he truly is	a child discovers what he truly is
hidden-parentage-revealed	kin	concealing,revealed	A birth or a parentage kept hidden comes to light	hidden parentage is revealed to child	a hidden parentage is revealed to the child
hidden-parentage-revealed	kin	concealing,revealed	A birth or a parentage kept hidden comes to light	hidden relative is discovered by lover	a hidden relative is discovered by the lover
hidden-parentage-revealed	kin	concealing,revealed	A birth or a parentage kept hidden comes to light	two people meet without knowing they are kin	two people meet without knowing they are kin
hidden-parentage-revealed	kin	concealing,revealed	A birth or a parentage kept hidden comes to light	woman conceals pregnancy from its father	a woman conceals a pregnancy from its father
hostage-taken-to-force-another	power	taking,compelled,held	Someone is seized to compel the person who loves them	child is held by strangers for gain	a child is held by strangers for gain
hostage-taken-to-force-another	power	taking,compelled,held	Someone is seized to compel the person who loves them	child is taken to force parent	a child is taken to force a parent
hostage-taken-to-force-another	power	taking,compelled,held	Someone is seized to compel the person who loves them	hostage is taken to force trade	a hostage is taken to force a trade
hostage-taken-to-force-another	power	taking,compelled,held	Someone is seized to compel the person who loves them	captive is used to bargain with kin	a captive is used to bargain with kin
hostage-taken-to-force-another	power	taking,compelled,held	Someone is seized to compel the person who loves them	man is coerced through threats to friends	a man is coerced through threats to friends
hostage-taken-to-force-another	power	taking,compelled,held	Someone is seized to compel the person who loves them	many are held to force one to surrender	many are held to force one to surrender
hostage-taken-to-force-another	power	taking,compelled,held	Someone is seized to compel the person who loves them	one called for help becomes another hostage	the one called for help becomes another hostage
hostage-taken-to-force-another	power	taking,compelled,held	Someone is seized to compel the person who loves them	threat is aimed at loved one	a threat is aimed at the loved one
hunted-by-your-own-people	violence	hunting,hunted	A person is hunted by the community they belong to	something living is hidden from those hunting it	something living is hidden from those hunting it
hunted-by-your-own-people	violence	hunting,hunted	A person is hunted by the community they belong to	child is feared by those in power	a child is feared by those in power
hunted-by-your-own-people	violence	hunting,hunted	A person is hunted by the community they belong to	child must outthink adult hunting him	a child must outthink the adult hunting him
hunted-by-your-own-people	violence	hunting,hunted	A person is hunted by the community they belong to	friend reappears convinced he is being hunted	a friend reappears convinced he is being hunted
hunted-by-your-own-people	violence	hunting,hunted	A person is hunted by the community they belong to	man is stalked by unnamed rival	a man is stalked by an unnamed rival
hunted-by-your-own-people	violence	hunting,hunted	A person is hunted by the community they belong to	ones able to heal are hunted	the ones able to heal are hunted
hunted-by-your-own-people	violence	hunting,hunted	A person is hunted by the community they belong to	person is hunted by their own people	a person is hunted by their own people
hunted-by-your-own-people	violence	hunting,hunted	A person is hunted by the community they belong to	person is hunted like animal	a person is hunted like an animal
hunter-bound-to-the-hunted	bond	pursuing,pursued	Pursuer and pursued become each other's only relation	hunted becomes hunter	the hunted becomes the hunter
hunter-bound-to-the-hunted	bond	pursuing,pursued	Pursuer and pursued become each other's only relation	pursuer is changed by one pursued	a pursuer is changed by the one pursued
hunter-bound-to-the-hunted	bond	pursuing,pursued	Pursuer and pursued become each other's only relation	hunted asks pursuer to end him	the hunted asks the pursuer to end him
hunter-bound-to-the-hunted	bond	pursuing,pursued	Pursuer and pursued become each other's only relation	hunter knows his quarry as friend	a hunter knows his quarry as a friend
hunter-bound-to-the-hunted	bond	pursuing,pursued	Pursuer and pursued become each other's only relation	lover appears again as something to hunt	a lover appears again as something to hunt
hunter-bound-to-the-hunted	bond	pursuing,pursued	Pursuer and pursued become each other's only relation	man leads hunt for himself	a man leads the hunt for himself
hunter-bound-to-the-hunted	bond	pursuing,pursued	Pursuer and pursued become each other's only relation	pursuer becomes friend of his quarry	a pursuer becomes the friend of his quarry
hunter-bound-to-the-hunted	bond	pursuing,pursued	Pursuer and pursued become each other's only relation	pursuer has no life without pursued	a pursuer has no life without the pursued
hunter-bound-to-the-hunted	bond	pursuing,pursued	Pursuer and pursued become each other's only relation	pursuer must cooperate with one pursued	a pursuer must cooperate with the one pursued
intimacy-is-the-price-of-survival	exchange	trading,taking	The body is what there is left to trade	intimacy is traded for food	intimacy is traded for food
intimacy-is-the-price-of-survival	exchange	trading,taking	The body is what there is left to trade	one with power names intimate price	the one with power names an intimate price
intimacy-is-the-price-of-survival	exchange	trading,taking	The body is what there is left to trade	person trades intimacy for advancement	a person trades intimacy for advancement
intimacy-is-the-price-of-survival	exchange	trading,taking	The body is what there is left to trade	intimacy is bought back piece by piece	intimacy is bought back piece by piece
intimacy-is-the-price-of-survival	exchange	trading,taking	The body is what there is left to trade	intimacy is exchanged for payment	intimacy is exchanged for payment
intimacy-is-the-price-of-survival	exchange	trading,taking	The body is what there is left to trade	older man uses younger one s obedience	an older man uses a younger one's obedience
intimacy-is-the-price-of-survival	exchange	trading,taking	The body is what there is left to trade	one partner trades other for advancement	one partner trades the other for advancement
intimacy-is-the-price-of-survival	exchange	trading,taking	The body is what there is left to trade	powerful desire those dependent on them	the powerful desire those dependent on them
intimacy-is-the-price-of-survival	exchange	trading,taking	The body is what there is left to trade	something is taken from barely willing	something is taken from the barely willing
intimacy-is-the-price-of-survival	exchange	trading,taking	The body is what there is left to trade	survival is offered in exchange for her body	survival is offered in exchange for her body
intimacy-is-the-price-of-survival	exchange	trading,taking	The body is what there is left to trade	woman offers herself to save man	a woman offers herself to save a man
intimacy-is-the-price-of-survival	exchange	trading,taking	The body is what there is left to trade	young person is paid to visit nightly	a young person is paid to visit nightly
judged-by-birth-not-by-act	power	judging,judged	A person is judged by their parentage or rank rather than what they did	child is judged by his father s name	a child is judged by his father's name
judged-by-birth-not-by-act	power	judging,judged	A person is judged by their parentage or rank rather than what they did	child is judged by his parentage	a child is judged by his parentage
judged-by-birth-not-by-act	power	judging,judged	A person is judged by their parentage or rank rather than what they did	people are barred from life they earned	people are barred from the life they earned
judged-by-birth-not-by-act	power	judging,judged	A person is judged by their parentage or rank rather than what they did	person is condemned by others from birth	a person is condemned by others from birth
judged-by-birth-not-by-act	power	judging,judged	A person is judged by their parentage or rank rather than what they did	wellborn refuse to obey upstart	the wellborn refuse to obey an upstart
kin-absent-at-the-moment-of-need	kin	needing,standing-back	The people obliged to help are the ones who stand back	ones meant to protect him stand back	the ones meant to protect him stand back
kin-absent-at-the-moment-of-need	kin	needing,standing-back	The people obliged to help are the ones who stand back	everyone turned to for help is complicit	everyone turned to for help is complicit
kin-absent-at-the-moment-of-need	kin	needing,standing-back	The people obliged to help are the ones who stand back	help is withheld by those closest	help is withheld by those closest
kin-absent-at-the-moment-of-need	kin	needing,standing-back	The people obliged to help are the ones who stand back	kin are absent when they are most needed	kin are absent when they are most needed
kin-absent-at-the-moment-of-need	kin	needing,standing-back	The people obliged to help are the ones who stand back	one asked for help gives none	the one asked for help gives none
kin-absent-at-the-moment-of-need	kin	needing,standing-back	The people obliged to help are the ones who stand back	one man lets another die within reach	one man lets another die within reach
kin-absent-at-the-moment-of-need	kin	needing,standing-back	The people obliged to help are the ones who stand back	only one able to help refuses	the only one able to help refuses
kin-absent-at-the-moment-of-need	kin	needing,standing-back	The people obliged to help are the ones who stand back	those closest refuse to take fear seriously	those closest refuse to take a fear seriously
kin-absent-at-the-moment-of-need	kin	needing,standing-back	The people obliged to help are the ones who stand back	those meant to protect refuse to act	those meant to protect refuse to act
learning-too-much-makes-a-person-disposable	truth	knowing,removing	Knowing the thing is what makes you worth removing	learning too much makes person disposable	learning too much makes a person disposable
learning-too-much-makes-a-person-disposable	truth	knowing,removing	Knowing the thing is what makes you worth removing	what one man knows would ruin another	what one man knows would ruin another
learning-too-much-makes-a-person-disposable	truth	knowing,removing	Knowing the thing is what makes you worth removing	man tries to sell dangerous secret	a man tries to sell a dangerous secret
love-across-a-forbidden-line	bond	crossing,crossing,enforcing	Love crosses a line of rank, faith or inherited enmity and is punished	lovers are not permitted to belong together	lovers are not permitted to belong together
love-across-a-forbidden-line	bond	crossing,crossing,enforcing	Love crosses a line of rank, faith or inherited enmity and is punished	match is refused for what someone is	a match is refused for what someone is
love-across-a-forbidden-line	bond	crossing,crossing,enforcing	Love crosses a line of rank, faith or inherited enmity and is punished	group expels members for mixing with outsiders	a group expels members for mixing with outsiders
love-across-a-forbidden-line	bond	crossing,crossing,enforcing	Love crosses a line of rank, faith or inherited enmity and is punished	love across forbidden line is punished	love across a forbidden line is punished
love-across-a-forbidden-line	bond	crossing,crossing,enforcing	Love crosses a line of rank, faith or inherited enmity and is punished	love crosses line of inherited enmity	love crosses a line of inherited enmity
love-across-a-forbidden-line	bond	crossing,crossing,enforcing	Love crosses a line of rank, faith or inherited enmity and is punished	love is punished by whole town	a love is punished by the whole town
love-across-a-forbidden-line	bond	crossing,crossing,enforcing	Love crosses a line of rank, faith or inherited enmity and is punished	lovers are kept apart by unequal birth	lovers are kept apart by unequal birth
love-across-a-forbidden-line	bond	crossing,crossing,enforcing	Love crosses a line of rank, faith or inherited enmity and is punished	man loves someone he must not approach	a man loves someone he must not approach
love-across-a-forbidden-line	bond	crossing,crossing,enforcing	Love crosses a line of rank, faith or inherited enmity and is punished	woman binds herself to condemned man	a woman binds herself to a condemned man
love-is-feigned-to-get-something-else	truth	feigning,taken-in	Affection is manufactured as a means	love is feigned to get something else	love is feigned to get something else
love-is-feigned-to-get-something-else	truth	feigning,taken-in	Affection is manufactured as a means	someone loyally serves one deceiving them	someone loyally serves the one deceiving them
love-is-feigned-to-get-something-else	truth	feigning,taken-in	Affection is manufactured as a means	someone is courted for their money	someone is courted for their money
love-is-feigned-to-get-something-else	truth	feigning,taken-in	Affection is manufactured as a means	affection lasts exactly as long as money	affection lasts exactly as long as the money
love-is-feigned-to-get-something-else	truth	feigning,taken-in	Affection is manufactured as a means	change of heart is not believed	a change of heart is not believed
love-is-feigned-to-get-something-else	truth	feigning,taken-in	Affection is manufactured as a means	deceiver comes to love deceived	the deceiver comes to love the deceived
love-is-feigned-to-get-something-else	truth	feigning,taken-in	Affection is manufactured as a means	deception replaces argument when argument fails	deception replaces argument when argument fails
love-is-feigned-to-get-something-else	truth	feigning,taken-in	Affection is manufactured as a means	former lover returns wanting only money	a former lover returns wanting only money
love-is-feigned-to-get-something-else	truth	feigning,taken-in	Affection is manufactured as a means	one takes lover only to use them	one takes a lover only to use them
love-is-feigned-to-get-something-else	truth	feigning,taken-in	Affection is manufactured as a means	person frightens another with false face	a person frightens another with a false face
love-offered-only-on-a-condition	bond	conditioning,conditioned	Affection is available only if a term is met	worth must be proved to be loved	worth must be proved to be loved
love-offered-only-on-a-condition	bond	conditioning,conditioned	Affection is available only if a term is met	love is offered only on condition	love is offered only on a condition
love-offered-only-on-a-condition	bond	conditioning,conditioned	Affection is available only if a term is met	man can love only under threat	a man can love only under threat
love-renounced-to-spare-the-other	bond	renouncing,spared	Love is withheld or given up to protect the one loved	love is concealed to free other	love is concealed to free the other
love-renounced-to-spare-the-other	bond	renouncing,spared	Love is withheld or given up to protect the one loved	love is surrendered to protect parent	love is surrendered to protect a parent
love-renounced-to-spare-the-other	bond	renouncing,spared	Love is withheld or given up to protect the one loved	love must be given up for calling	love must be given up for a calling
love-renounced-to-spare-the-other	bond	renouncing,spared	Love is withheld or given up to protect the one loved	one hides bad news by pushing love away	one hides bad news by pushing love away
love-renounced-to-spare-the-other	bond	renouncing,spared	Love is withheld or given up to protect the one loved	one refuses love to spare beloved ruin	one refuses love to spare the beloved ruin
love-renounced-to-spare-the-other	bond	renouncing,spared	Love is withheld or given up to protect the one loved	someone withdraws rather than cost another his family	someone withdraws rather than cost another his family
love-unevenly-divided-among-children	kin	preferred,passed-over	A parent's love is not divided evenly and the children know it	child is wanted by one parent only	a child is wanted by one parent only
love-unevenly-divided-among-children	kin	preferred,passed-over	A parent's love is not divided evenly and the children know it	one sibling leaves home other remains	one sibling leaves home the other remains
love-unevenly-divided-among-children	kin	preferred,passed-over	A parent's love is not divided evenly and the children know it	parent s love is not evenly divided	a parent's love is not evenly divided
love-unevenly-divided-among-children	kin	preferred,passed-over	A parent's love is not divided evenly and the children know it	son learns his father preferred another	a son learns his father preferred another
loved-under-a-mistaken-identity	identity	loving,mistaken	The love is real and aimed at a person who is not there	man remakes woman into someone lost	a man remakes a woman into someone lost
loved-under-a-mistaken-identity	identity	loving,mistaken	The love is real and aimed at a person who is not there	someone falls for stranger never actually met	someone falls for a stranger never actually met
loved-under-a-mistaken-identity	identity	loving,mistaken	The love is real and aimed at a person who is not there	man interrogates woman he has imagined	a man interrogates the woman he has imagined
loved-under-a-mistaken-identity	identity	loving,mistaken	The love is real and aimed at a person who is not there	man mistakes one woman for another	a man mistakes one woman for another
loved-under-a-mistaken-identity	identity	loving,mistaken	The love is real and aimed at a person who is not there	someone is loved under mistaken identity	someone is loved under a mistaken identity
loved-under-a-mistaken-identity	identity	loving,mistaken	The love is real and aimed at a person who is not there	someone loves wrong person by mistake	someone loves the wrong person by mistake
lovers-found-to-be-kin	kin	lover,lover	Lovers discover they are related	lovers are told they share parent	lovers are told they share a parent
lovers-found-to-be-kin	kin	lover,lover	Lovers discover they are related	two lovers discover they are close kin	two lovers discover they are close kin
lovers-found-to-be-kin	kin	lover,lover	Lovers discover they are related	two people of same family become lovers	two people of the same family become lovers
many-are-spent-to-hold-a-position	power	spending,spent	People are expended to keep a position that is not theirs	many are killed to keep power in place	many are killed to keep power in place
many-are-spent-to-hold-a-position	power	spending,spent	People are expended to keep a position that is not theirs	one man decides fate of many	one man decides the fate of many
many-are-spent-to-hold-a-position	power	spending,spent	People are expended to keep a position that is not theirs	destroying few does not stop many	destroying the few does not stop the many
many-are-spent-to-hold-a-position	power	spending,spent	People are expended to keep a position that is not theirs	one is chosen by group to die	one is chosen by the group to die
many-are-spent-to-hold-a-position	power	spending,spent	People are expended to keep a position that is not theirs	someone decides few to be spared	someone decides the few to be spared
marriage-arranged-over-the-woman	power	disposing,disposed	A marriage is arranged or forced on a woman who is not consulted	woman s life is decided by others	a woman's life is decided by others
marriage-arranged-over-the-woman	power	disposing,disposed	A marriage is arranged or forced on a woman who is not consulted	marriage is arranged between strangers	a marriage is arranged between strangers
marriage-arranged-over-the-woman	power	disposing,disposed	A marriage is arranged or forced on a woman who is not consulted	daughter is given away to stranger	a daughter is given away to a stranger
marriage-arranged-over-the-woman	power	disposing,disposed	A marriage is arranged or forced on a woman who is not consulted	marriage is arranged across difference of class	marriage is arranged across a difference of class
marriage-arranged-over-the-woman	power	disposing,disposed	A marriage is arranged or forced on a woman who is not consulted	marriage is forced on unwilling woman	a marriage is forced on an unwilling woman
marriage-arranged-over-the-woman	power	disposing,disposed	A marriage is arranged or forced on a woman who is not consulted	marriage is forced to secure another s power	a marriage is forced to secure another's power
marriage-arranged-over-the-woman	power	disposing,disposed	A marriage is arranged or forced on a woman who is not consulted	outsider sets terms of marriage	an outsider sets the terms of a marriage
marriage-arranged-over-the-woman	power	disposing,disposed	A marriage is arranged or forced on a woman who is not consulted	two are made to marry over child	two are made to marry over a child
marriage-arranged-over-the-woman	power	disposing,disposed	A marriage is arranged or forced on a woman who is not consulted	widow is handed to her husband s brother	a widow is handed to her husband's brother
marriage-arranged-over-the-woman	power	disposing,disposed	A marriage is arranged or forced on a woman who is not consulted	woman is traded between men as property	a woman is traded between men as property
marriage-emptied-from-inside	bond	spouse,spouse	The marriage stands but nothing passes between the two inside it	couple lives together unable to speak	a couple lives together unable to speak
marriage-emptied-from-inside	bond	spouse,spouse	The marriage stands but nothing passes between the two inside it	marriage is found empty from inside	a marriage is found empty from the inside
marriage-emptied-from-inside	bond	spouse,spouse	The marriage stands but nothing passes between the two inside it	marriage is lived around long absences	a marriage is lived around long absences
marriage-emptied-from-inside	bond	spouse,spouse	The marriage stands but nothing passes between the two inside it	no child comes to bind them together	no child comes to bind them together
marriage-emptied-from-inside	bond	spouse,spouse	The marriage stands but nothing passes between the two inside it	partner stays out of obligation not love	a partner stays out of obligation not love
marriage-emptied-from-inside	bond	spouse,spouse	The marriage stands but nothing passes between the two inside it	spouse becomes parent of other	a spouse becomes the parent of the other
marriage-emptied-from-inside	bond	spouse,spouse	The marriage stands but nothing passes between the two inside it	spouse wants life marriage forbids	a spouse wants a life the marriage forbids
marriage-emptied-from-inside	bond	spouse,spouse	The marriage stands but nothing passes between the two inside it	two people marry across gulf between them	two people marry across a gulf between them
marriage-emptied-from-inside	bond	spouse,spouse	The marriage stands but nothing passes between the two inside it	wife withholds herself from her husband	a wife withholds herself from her husband
marriage-made-for-gain	exchange	marrying,married	A marriage is entered for money, standing or cover rather than love	man marries to look like everyone else	a man marries to look like everyone else
marriage-made-for-gain	exchange	marrying,married	A marriage is entered for money, standing or cover rather than love	man marries widow of comrade	a man marries the widow of a comrade
marriage-made-for-gain	exchange	marrying,married	A marriage is entered for money, standing or cover rather than love	marriage is made for gain not love	a marriage is made for gain not love
marriage-made-for-gain	exchange	marrying,married	A marriage is entered for money, standing or cover rather than love	marriage is paid for by third person	a marriage is paid for by a third person
marriage-made-for-gain	exchange	marrying,married	A marriage is entered for money, standing or cover rather than love	one leaves to become worthy of marriage	one leaves to become worthy of a marriage
mourners-cannot-grieve-together	death	mourner,mourner	Two who lost the same thing cannot grieve in the same way	estranged lovers meet over child they lost	estranged lovers meet over the child they lost
mourners-cannot-grieve-together	death	mourner,mourner	Two who lost the same thing cannot grieve in the same way	one insists other cannot understand	one insists the other cannot understand
mourners-cannot-grieve-together	death	mourner,mourner	Two who lost the same thing cannot grieve in the same way	survivors of same violence cannot resume living	survivors of the same violence cannot resume living
mourners-cannot-grieve-together	death	mourner,mourner	Two who lost the same thing cannot grieve in the same way	two lovers are parted by common catastrophe	two lovers are parted by a common catastrophe
mourners-cannot-grieve-together	death	mourner,mourner	Two who lost the same thing cannot grieve in the same way	two mourners grieve in incompatible ways	two mourners grieve in incompatible ways
mourning-is-performed-for-others	death	mourning,audience	Grief is staged for an audience that requires it	people gather to look back on shared years	people gather to look back on shared years
mourning-is-performed-for-others	death	mourning,audience	Grief is staged for an audience that requires it	only death brings two sides together	only a death brings the two sides together
